sessionid,treatmentnumber,contracts,period,message,subject,group,role,timechatchatmessage,N,reverse
100127_0953,1,contracts,42,100,11,2,5,34,8,0
100127_0953,1,contracts,42,100,15,2,7,33,8,0
100127_0953,1,contracts,42,ok sorry back to 100,9,2,4,31,8,0
100127_0953,1,contracts,42,f?,3,2,1,16,8,0
100127_0953,1,contracts,42,everyone?,11,2,5,15,8,0
100127_0953,1,contracts,42,yeah,3,2,1,12,8,0
100127_0953,1,contracts,42,yeh,7,2,3,12,8,0
100127_0953,1,contracts,42,when have i not put 100?,13,2,6,8,8,0
100127_0953,1,contracts,42,i dread to think,11,2,5,1,8,0
100127_0953,1,contracts,43,mhmm,13,2,6,59,8,0
100127_0953,1,contracts,43,below 90 is silly! come now,7,2,3,56,8,0
100127_0953,1,contracts,43,fairplay to the 2,11,2,5,55,8,0
100127_0953,1,contracts,43,cheap experiment for the guys incharge!,17,2,8,53,8,0
100127_0953,1,contracts,43,haha funny too,7,2,3,48,8,0
100127_0953,1,contracts,43,"serious respect for whoever is still at 100, you are trustworthy!",15,2,7,43,8,0
100127_0953,1,contracts,43,100 this time?!!?,7,2,3,42,8,0
100127_0953,1,contracts,43,yep,3,2,1,37,8,0
100127_0953,1,contracts,43,nice to mix it up and do it right for a change,7,2,3,36,8,0
100127_0953,1,contracts,43,"100, eveyrone in1?",7,2,3,33,8,0
100127_0953,1,contracts,43,yeah,3,2,1,30,8,0
100127_0953,1,contracts,43,wat unlike u G?!,17,2,8,28,8,0
100127_0953,1,contracts,43,"yes 100, pleeeeeeeeeeeeease",11,2,5,27,8,0
100127_0953,1,contracts,43,yer,9,2,4,24,8,0
100127_0953,1,contracts,43,100!,7,2,3,23,8,0
100127_0953,1,contracts,43,year,5,2,2,22,8,0
100127_0953,1,contracts,43,yep,3,2,1,20,8,0
100127_0953,1,contracts,43,"f,g,h?!",7,2,3,13,8,0
100127_0953,1,contracts,43,yeah exact opposite of me!,15,2,7,13,8,0
100127_0953,1,contracts,43,lol,17,2,8,8,8,0
100127_0953,1,contracts,43,least ur honest,17,2,8,3,8,0
100127_0953,1,contracts,43,HHHHHHHH 100,7,2,3,2,8,0
100127_0953,1,contracts,44,I PROMISE 100,7,2,3,59,8,0
100127_0953,1,contracts,44,well atleast some were on the same price that time,3,2,1,52,8,0
100127_0953,1,contracts,44,there is no point to talk any more,5,2,2,44,8,0
100127_0953,1,contracts,44,promises arent worth anything now,17,2,8,44,8,0
100127_0953,1,contracts,44,i love this!!,15,2,7,41,8,0
100127_0953,1,contracts,44,100??????,3,2,1,35,8,0
100127_0953,1,contracts,44,hahaha,15,2,7,35,8,0
100127_0953,1,contracts,44,i'd rather be in bed than doing this,13,2,6,32,8,0
100127_0953,1,contracts,44,i love u G!,17,2,8,32,8,0
100127_0953,1,contracts,44,"cmon 100, were all losing money",7,2,3,30,8,0
100127_0953,1,contracts,44,same,7,2,3,26,8,0
100127_0953,1,contracts,44,aww thanks!!!,15,2,7,24,8,0
100127_0953,1,contracts,44,"yep 100, do it for the team hah",3,2,1,21,8,0
100127_0953,1,contracts,44,100!,7,2,3,15,8,0
100127_0953,1,contracts,44,yep definately,3,2,1,7,8,0
100127_0953,1,contracts,45,not one person followed that,3,2,1,56,8,0
100127_0953,1,contracts,45,actually cant be bothered,7,2,3,53,8,0
100127_0953,1,contracts,45,F has fallen off her pedastool!,17,2,8,53,8,0
100127_0953,1,contracts,45,please dont tell me we're gonna have to go down to 1 to sort this out,11,2,5,43,8,0
100127_0953,1,contracts,45,or his!! ,15,2,7,43,8,0
100127_0953,1,contracts,45,so 100 yeah hahha?,3,2,1,38,8,0
100127_0953,1,contracts,45,my conscious will take the hit when everyone else can blatantly lie,13,2,6,31,8,0
100127_0953,1,contracts,45,true G,17,2,8,30,8,0
100127_0953,1,contracts,45,A you didnt do 100 either,7,2,3,29,8,0
100127_0953,1,contracts,45,i know,3,2,1,18,8,0
100127_0953,1,contracts,45,haha F still trying to be high and mighty!,17,2,8,15,8,0
100127_0953,1,contracts,45,not even,13,2,6,9,8,0
100127_0953,1,contracts,45,i never claimed to be either,13,2,6,2,8,0
100127_0953,1,contracts,46,33!? lol this is getting soooo low,3,2,1,53,8,0
100127_0953,1,contracts,46,meh im bored with this is going back to 100,17,2,8,51,8,0
100127_0953,1,contracts,46,"okay so im bored, i actually liked making the little money when we were all at 1",7,2,3,47,8,0
100127_0953,1,contracts,46,*100,7,2,3,39,8,0
100127_0953,1,contracts,46,100!!!!!!!!!!!,3,2,1,36,8,0
100127_0953,1,contracts,46,really now that we have got so low can we go back to 100 like last time?,15,2,7,31,8,0
100127_0953,1,contracts,46,yeah defo 100 hah!!,7,2,3,31,8,0
100127_0953,1,contracts,46,yeah that was fun! 100?!,7,2,3,23,8,0
100127_0953,1,contracts,46,we make more all at 100 then we will if we go lowerd,3,2,1,17,8,0
100127_0953,1,contracts,46,eveyrone?!,7,2,3,10,8,0
100127_0953,1,contracts,46,yes,11,2,5,6,8,0
100127_0953,1,contracts,46,i agree,5,2,2,5,8,0
100127_0953,1,contracts,46,yeah for sure,3,2,1,5,8,0
100127_0953,1,contracts,46,yep,7,2,3,3,8,0
100127_0953,1,contracts,46,yep,17,2,8,3,8,0
100127_0953,1,contracts,46,g?!,7,2,3,0,8,0
100127_0953,1,contracts,47,tut tut,15,2,7,59,8,0
100127_0953,1,contracts,47,a&e 100 will work!,7,2,3,56,8,0
100127_0953,1,contracts,47,hahah,5,2,2,52,8,0
100127_0953,1,contracts,47,hahaha,5,2,2,50,8,0
100127_0953,1,contracts,47,human nature.. bad times,13,2,6,48,8,0
100127_0953,1,contracts,47,ok didnt think i could trust you guys but everyone went up so i will be next rou,3,2,1,47,8,0
100127_0953,1,contracts,47,yea A pushing for 100,17,2,8,47,8,0
100127_0953,1,contracts,47,"i knew there'd be one, but didnt figure you'd go so low lol",11,2,5,45,8,0
100127_0953,1,contracts,47,"100, cmon actually do this time",7,2,3,45,8,0
100127_0953,1,contracts,47,D?,17,2,8,35,8,0
100127_0953,1,contracts,47,yer,9,2,4,31,8,0
100127_0953,1,contracts,47,same,11,2,5,31,8,0
100127_0953,1,contracts,47,i promise 100 this time,3,2,1,30,8,0
100127_0953,1,contracts,47,G:?,17,2,8,30,8,0
100127_0953,1,contracts,47,"im in, 100",7,2,3,28,8,0
100127_0953,1,contracts,47,100,11,2,5,28,8,0
100127_0953,1,contracts,47,defo 100,15,2,7,23,8,0
100127_0953,1,contracts,47,B?,17,2,8,20,8,0
100127_0953,1,contracts,47,watch me it will be 100,3,2,1,20,8,0
100127_0953,1,contracts,47,B???,15,2,7,4,8,0
100127_0953,1,contracts,47,BBBBBBBBB?!,17,2,8,4,8,0
100127_0953,1,contracts,47,,15,2,7,3,8,0
100127_0953,1,contracts,48,come on 100 now?,3,2,1,58,8,0
100127_0953,1,contracts,48,we need a certain amount of trust it seems,11,2,5,53,8,0
100127_0953,1,contracts,48,i'm all up for 100,11,2,5,42,8,0
100127_0953,1,contracts,48,least B stayed quiet and didnt go all yea 100 wooo yea definatly,17,2,8,41,8,0
100127_0953,1,contracts,48,i was at 100,3,2,1,32,8,0
100127_0953,1,contracts,48,wooo yeah!!! LOL,15,2,7,30,8,0
100127_0953,1,contracts,48,same i did 100,7,2,3,26,8,0
100127_0953,1,contracts,48,the trust went ages ago,17,2,8,24,8,0
100127_0953,1,contracts,48,hahahahahahahahahaha!,17,2,8,21,8,0
100127_0953,1,contracts,48,100?,3,2,1,19,8,0
100127_0953,1,contracts,48,lol,11,2,5,18,8,0
100127_0953,1,contracts,48,100,7,2,3,17,8,0
100127_0953,1,contracts,48,yes 100,11,2,5,12,8,0
100127_0953,1,contracts,48,d?f?,3,2,1,2,8,0
100127_0953,1,contracts,48,b u guna speak?,17,2,8,2,8,0
100127_0953,1,contracts,49,"weve had our fun, 100",7,2,3,57,8,0
100127_0953,1,contracts,49,hahaha classic G,17,2,8,55,8,0
100127_0953,1,contracts,49,seriously not 1 again!,3,2,1,54,8,0
100127_0953,1,contracts,49,"seirousy, somone just put 1, and got 300. no point really",7,2,3,48,8,0
100127_0953,1,contracts,49,not even worth putting 1,13,2,6,46,8,0
100127_0953,1,contracts,49,sorry i just wanted to make you all laugh!!,15,2,7,43,8,0
100127_0953,1,contracts,49,i think it's just the moral pleasure of everyone else not earning anything,11,2,5,43,8,0
100127_0953,1,contracts,49,1 is soooo funy,5,2,2,40,8,0
100127_0953,1,contracts,49,"ok last time this happened we went back up, lets go back to 100",3,2,1,37,8,0
100127_0953,1,contracts,49,100!!,7,2,3,33,8,0
100127_0953,1,contracts,49,how is that moral?,13,2,6,26,8,0
100127_0953,1,contracts,49,100 guys come on,3,2,1,16,8,0
100127_0953,1,contracts,49,this isnt about morals F,17,2,8,16,8,0
100127_0953,1,contracts,49,everyone 100 or not!?,7,2,3,14,8,0
100127_0953,1,contracts,49,yeah,3,2,1,11,8,0
100127_0953,1,contracts,49,yep,7,2,3,9,8,0
100127_0953,1,contracts,49,didn't say it was,13,2,6,8,8,0
100127_0953,1,contracts,49,"you earn more than 10 times the amount at 1, it so worth it",11,2,5,4,8,0
100127_0953,1,contracts,49,100,7,2,3,0,8,0
100127_0953,1,contracts,49,was quoting 'moral pleasure',13,2,6,0,8,0
100127_0953,1,contracts,49,lets all get 3750 this time :),3,2,1,0,8,0
100127_0953,1,contracts,50,100,7,2,3,60,8,0
100127_0953,1,contracts,50,g!,3,2,1,58,8,0
100127_0953,1,contracts,50,100 :),3,2,1,55,8,0
100127_0953,1,contracts,50,LOL,15,2,7,53,8,0
100127_0953,1,contracts,50,sorry!!!,15,2,7,48,8,0
100127_0953,1,contracts,50,not again g pleeeeeaser,3,2,1,44,8,0
100127_0953,1,contracts,50,soon we wnt get to speak to each other anymore!,17,2,8,42,8,0
100127_0953,1,contracts,50,100,7,2,3,39,8,0
100127_0953,1,contracts,50,i cant wait,11,2,5,35,8,0
100127_0953,1,contracts,50,haha,17,2,8,31,8,0
100127_0953,1,contracts,50,hand on my heart i will put in 100,15,2,7,27,8,0
100127_0953,1,contracts,50,100 :D,3,2,1,27,8,0
100127_0953,1,contracts,50,same,3,2,1,20,8,0
100127_0953,1,contracts,50,same,11,2,5,13,8,0
100127_0953,1,contracts,50,everyone?,15,2,7,6,8,0
100127_0953,1,contracts,50,yeah,3,2,1,2,8,0
100127_0953,1,contracts,51,ah,7,2,3,60,8,0
100127_0953,1,contracts,51,h!,3,2,1,57,8,0
100127_0953,1,contracts,51,wish it had been 6,11,2,5,56,8,0
100127_0953,1,contracts,51,haha,17,2,8,51,8,0
100127_0953,1,contracts,51,i kept to my promise!,15,2,7,47,8,0
100127_0953,1,contracts,51,same,3,2,1,44,8,0
100127_0953,1,contracts,51,so did i,11,2,5,41,8,0
100127_0953,1,contracts,51,well done G1,17,2,8,39,8,0
100127_0953,1,contracts,51,"1 is silly, cmon everyone. one last go, could be over in a sec. 100!!",7,2,3,29,8,0
100127_0953,1,contracts,51,this could be our last try so we should do 100 yeah?,15,2,7,28,8,0
100127_0953,1,contracts,51,,15,2,7,27,8,0
100127_0953,1,contracts,51,100!,7,2,3,24,8,0
100127_0953,1,contracts,51,i shall do 100 this time but we wnt get anything for it,17,2,8,18,8,0
100127_0953,1,contracts,51,yeah 100 for the last round,3,2,1,16,8,0
100127_0953,1,contracts,51,a b c d e f g h?!,7,2,3,6,8,0
100127_0953,1,contracts,51,100!,7,2,3,4,8,0
100127_0953,1,contracts,51,yes,11,2,5,3,8,0
100127_0953,1,contracts,51,everyone yeah?,3,2,1,3,8,0
100127_0953,1,contracts,51,b,5,2,2,3,8,0
100127_0953,1,contracts,51,im in,17,2,8,1,8,0
100127_0953,1,contracts,52,b!,3,2,1,59,8,0
100127_0953,1,contracts,52,all lies!,11,2,5,58,8,0
100127_0953,1,contracts,52,oh sorry,5,2,2,56,8,0
100127_0953,1,contracts,52,this is so funny,15,2,7,56,8,0
100127_0953,1,contracts,52,cant say im surprised,17,2,8,56,8,0
100127_0953,1,contracts,52,me neither,11,2,5,47,8,0
100127_0953,1,contracts,52,most people did 100 lets do it again,3,2,1,45,8,0
100127_0953,1,contracts,52,i am in 100,5,2,2,37,8,0
100127_0953,1,contracts,52,yes,11,2,5,36,8,0
100127_0953,1,contracts,52,100,7,2,3,34,8,0
100127_0953,1,contracts,52,100 :),3,2,1,30,8,0
100127_0953,1,contracts,52,sure why noy,15,2,7,24,8,0
100127_0953,1,contracts,52,we arent guna get 35000 now so yea 100 y not,17,2,8,24,8,0
100127_0953,1,contracts,52,yep,3,2,1,14,8,0
100127_0953,1,contracts,52,not*,15,2,7,13,8,0
100127_0953,1,contracts,53,SHOCKER!!!!!!!!!!!!!!!!!!,17,2,8,57,8,0
100127_0953,1,contracts,53,yer real shock ,9,2,4,37,8,0
100127_0953,1,contracts,53,its a competition until everyone says yeah to 100,7,2,3,33,8,0
100127_0953,1,contracts,53,i do,7,2,3,29,8,0
100127_0953,1,contracts,53,yep,3,2,1,23,8,0
100127_0953,1,contracts,53,it's got so bad i can't even be honest with myself about what i'm gonna put!,11,2,5,18,8,0
100127_0953,1,contracts,53,hahahhahha,17,2,8,11,8,0
100127_0953,1,contracts,53,100?!,7,2,3,4,8,0
100127_0953,1,contracts,53,true E,5,2,2,3,8,0
100127_0953,1,contracts,53,ok if everyone says yes i will,3,2,1,3,8,0
091103_1347,1,contracts,30,i agree,2,1,1,42,6,0
091103_1347,1,contracts,30,ok,2,1,1,27,6,0
091103_1347,1,contracts,30,yes,2,1,1,21,6,0
091103_1347,1,contracts,31,yep,2,1,1,39,6,0
091103_1347,1,contracts,32,yes,2,1,1,10,6,0
091103_1347,1,contracts,32,i agree,2,1,1,7,6,0
091103_1347,1,contracts,33,why did b go first??,2,1,1,56,6,0
091103_1347,1,contracts,34,im going next,2,1,1,44,6,0
091103_1347,1,contracts,36,k,2,1,1,31,6,0
091103_1347,1,contracts,37,ok,2,1,1,49,6,0
091103_1347,1,contracts,38,this is getting tedious,2,1,1,43,6,0
091103_1347,1,contracts,39,k,2,1,1,40,6,0
091103_1347,1,contracts,39,we would earn more if we were against each other,2,1,1,4,6,0
091103_1347,1,contracts,40,how many rounds left?,2,1,1,25,6,0
091103_1347,1,contracts,40,i think we should be playing against each other but keeping it high,2,1,1,5,6,0
091103_1347,1,contracts,41,after we have finished this round - it would make it more interesting,2,1,1,6,6,0
091103_1347,1,contracts,44,yes,2,1,1,36,6,0
091103_1347,1,contracts,44,we have enough for another round,2,1,1,13,6,0
091103_1347,1,contracts,44,we will get more ecu then,2,1,1,5,6,0
091103_1347,1,contracts,44,which?,2,1,1,2,6,0
091103_1347,1,contracts,45,why didnt b also put it?,2,1,1,56,6,0
091103_1347,1,contracts,45,k,2,1,1,33,6,0
091103_1347,1,contracts,47,ok,2,1,1,37,6,0
091103_1347,1,contracts,47,tho i hope the next round is more challenging,2,1,1,29,6,0
091103_1347,1,contracts,48,yep,2,1,1,36,6,0
091103_1347,1,contracts,49,probably,2,1,1,19,6,0
091103_1347,1,contracts,50,k,2,1,1,53,6,0
091103_1347,1,contracts,51,dont know,2,1,1,23,6,0
091103_1347,1,contracts,52,i wish it would throw a 6,2,1,1,52,6,0
091103_1347,1,contracts,52,dont we get the £5 as well?,2,1,1,21,6,0
091103_1347,1,contracts,53,they must give it as well,2,1,1,40,6,0
091103_1347,1,contracts,53,no one would bother for £2,2,1,1,33,6,0
091103_1347,1,contracts,30,If we all do 100 we each make 5000,3,2,1,48,6,0
091103_1347,1,contracts,30,ALL DO 100,3,2,1,38,6,0
091103_1347,1,contracts,30,If anyone doesnt do 100 we will end up at 1 again...,3,2,1,20,6,0
091103_1347,1,contracts,31,100!!!,3,2,1,56,6,0
091103_1347,1,contracts,31,It works out the same as taking it in turns to win big. ALL DO 100,3,2,1,30,6,0
091103_1347,1,contracts,31,c talk or I'll 0 you,3,2,1,16,6,0
091103_1347,1,contracts,32,YAY!,3,2,1,58,6,0
091103_1347,1,contracts,32,keep it going,3,2,1,48,6,0
091103_1347,1,contracts,32,ten times make us £1!!!,3,2,1,27,6,0
091103_1347,1,contracts,33,100 works well,3,2,1,43,6,0
091103_1347,1,contracts,33,"no, 2 pounds - still more than stabbing each other in the back and getting 1 eac",3,2,1,15,6,0
091103_1347,1,contracts,34,What a way to spend Tuesday afternoon,3,2,1,48,6,0
091103_1347,1,contracts,35,"I love how it says ""you may stand to gain a significant amount of money"" !!!",3,2,1,40,6,0
091103_1347,1,contracts,35,good luck,3,2,1,3,6,0
091103_1347,1,contracts,36,I imagine everyone else is doing about the same as us,3,2,1,43,6,0
091103_1347,1,contracts,36,"but we are working together, which is what they want to see",3,2,1,11,6,0
091103_1347,1,contracts,37,this is it surely? ,3,2,1,22,6,0
091103_1347,1,contracts,37,otherwise everyone is suspicious of everyone else,3,2,1,7,6,0
091103_1347,1,contracts,39,I'm just waiting for someone to throw in a cheecky 99... please don't anyone!!!!,3,2,1,33,6,0
091103_1347,1,contracts,39,haha,3,2,1,25,6,0
091103_1347,1,contracts,39,all the way,3,2,1,3,6,0
091103_1347,1,contracts,40,I like the chat thing,3,2,1,41,6,0
091103_1347,1,contracts,40,comm,3,2,1,0,6,0
091103_1347,1,contracts,41,yeah but we cant say how old we are....!,3,2,1,5,6,0
091103_1347,1,contracts,42,almost clicked too early! ,3,2,1,50,6,0
091103_1347,1,contracts,42,moi aussi,3,2,1,39,6,0
091103_1347,1,contracts,42,that maths is stupid,3,2,1,12,6,0
091103_1347,1,contracts,42,there are 60 minute,3,2,1,0,6,0
091103_1347,1,contracts,43,epic math fail,3,2,1,52,6,0
091103_1347,1,contracts,43,politics and philosophy,3,2,1,33,6,0
091103_1347,1,contracts,43,3rd,3,2,1,8,6,0
091103_1347,1,contracts,43,you f?,3,2,1,0,6,0
091103_1347,1,contracts,44,noodle bar is good today,3,2,1,42,6,0
091103_1347,1,contracts,44,food probably,3,2,1,29,6,0
091103_1347,1,contracts,44,so we cant eat it,3,2,1,24,6,0
091103_1347,1,contracts,44,mmmmmmm cyber burgers,3,2,1,3,6,0
091103_1347,1,contracts,45,this experiment really works,3,2,1,52,6,0
091103_1347,1,contracts,47,just shy £2,3,2,1,46,6,0
091103_1347,1,contracts,47,,3,2,1,45,6,0
091103_1347,1,contracts,47,who got what total in round 1?,3,2,1,34,6,0
091103_1347,1,contracts,48,C and F........,3,2,1,58,6,0
091103_1347,1,contracts,48,really?? ,3,2,1,50,6,0
091103_1347,1,contracts,48,you expect us to believ that?,3,2,1,43,6,0
091103_1347,1,contracts,48,F...!,3,2,1,31,6,0
091103_1347,1,contracts,48,why?,3,2,1,23,6,0
091103_1347,1,contracts,49,so what are we doing? ,3,2,1,37,6,0
091103_1347,1,contracts,49,BIG FAT ZERO!!!!!!!!!!!!!,3,2,1,11,6,0
091103_1347,1,contracts,50,Why your bad?,3,2,1,48,6,0
091103_1347,1,contracts,50,your earning less! ,3,2,1,35,6,0
091103_1347,1,contracts,50,lets do 100 again,3,2,1,24,6,0
091103_1347,1,contracts,50,agree?,3,2,1,19,6,0
091103_1347,1,contracts,50,100 it is,3,2,1,12,6,0
091103_1347,1,contracts,51,100,3,2,1,60,6,0
091103_1347,1,contracts,51,ONE HUNDRED,3,2,1,55,6,0
091103_1347,1,contracts,51,Where is the love guys and girls...,3,2,1,38,6,0
091103_1347,1,contracts,51,you get more on average by all doong 100,3,2,1,13,6,0
091103_1347,1,contracts,51,trust me,3,2,1,9,6,0
091103_1347,1,contracts,52,of course they can!,3,2,1,42,6,0
091103_1347,1,contracts,53,................................................................................,3,2,1,45,6,0
091103_1347,1,contracts,53,This is what happens when one person crosses the rest,3,2,1,29,6,0
091103_1347,1,contracts,53,all the trust goes,3,2,1,20,6,0
091103_1347,1,contracts,30,ok so lets just choose between 90 and 100 ,4,3,1,51,6,0
091103_1347,1,contracts,30,or that which is best,4,3,1,46,6,0
091103_1347,1,contracts,30,ok sweet.100 it is,4,3,1,28,6,0
091103_1347,1,contracts,30,hahha ok,4,3,1,10,6,0
091103_1347,1,contracts,31,do we actually share everything anyway?,4,3,1,34,6,0
091103_1347,1,contracts,31,i think we should do this for 10 ruonds then do 90-100,4,3,1,22,6,0
091103_1347,1,contracts,31,i agree with you c,4,3,1,16,6,0
091103_1347,1,contracts,32,ok so what arw we doing this time??,4,3,1,53,6,0
091103_1347,1,contracts,32,that was a little confusing,4,3,1,46,6,0
091103_1347,1,contracts,32,ok.... for nw,4,3,1,30,6,0
091103_1347,1,contracts,32,ok lets do 90-100 for a bit,4,3,1,9,6,0
091103_1347,1,contracts,32,then in last 10 trounds do 100,4,3,1,3,6,0
091103_1347,1,contracts,33,100 ALL DO 100,4,3,1,59,6,0
091103_1347,1,contracts,33,ITS BETTER,4,3,1,56,6,0
091103_1347,1,contracts,33,AFTER 18 ROUNDS THATS 18 POUNDS,4,3,1,45,6,0
091103_1347,1,contracts,33,I AGREE D,4,3,1,36,6,0
091103_1347,1,contracts,33,what arwe we doing,4,3,1,25,6,0
091103_1347,1,contracts,33,100,4,3,1,24,6,0
091103_1347,1,contracts,33,b 100,4,3,1,4,6,0
091103_1347,1,contracts,34,no swearing!!!!,4,3,1,44,6,0
091103_1347,1,contracts,34,no your not...,4,3,1,33,6,0
091103_1347,1,contracts,34,dont trust anyone now,4,3,1,25,6,0
091103_1347,1,contracts,34,i think we are all just in for the kill,4,3,1,18,6,0
091103_1347,1,contracts,35,sorry guys...didnt real;y trust,4,3,1,55,6,0
091103_1347,1,contracts,35,ok,4,3,1,34,6,0
091103_1347,1,contracts,35,100,4,3,1,22,6,0
091103_1347,1,contracts,35,agreed..hope you can forgive,4,3,1,13,6,0
091103_1347,1,contracts,36,hahaha,4,3,1,59,6,0
091103_1347,1,contracts,36,F you are ebing too quiete,4,3,1,19,6,0
091103_1347,1,contracts,36,cheeky,4,3,1,18,6,0
091103_1347,1,contracts,37,54 is too dam low,4,3,1,57,6,0
091103_1347,1,contracts,37,aimhigher,4,3,1,54,6,0
091103_1347,1,contracts,37,otherwise we are all going to get dragged low again!,4,3,1,47,6,0
091103_1347,1,contracts,37,that means everyone is going to go for 80,4,3,1,17,6,0
091103_1347,1,contracts,37,may aswell just all go for 100,4,3,1,10,6,0
091103_1347,1,contracts,37,or cheat,4,3,1,7,6,0
091103_1347,1,contracts,38,not giong to work,4,3,1,45,6,0
091103_1347,1,contracts,38,this sucks,4,3,1,26,6,0
091103_1347,1,contracts,38,i know,4,3,1,0,6,0
091103_1347,1,contracts,39,im in for 100 but no one else seems to be,4,3,1,38,6,0
091103_1347,1,contracts,39,ok,4,3,1,14,6,0
091103_1347,1,contracts,39,sounds good,4,3,1,10,6,0
091103_1347,1,contracts,39,ill go for 100 this time,4,3,1,6,6,0
091103_1347,1,contracts,40,ok well what now,4,3,1,51,6,0
091103_1347,1,contracts,40,ok cool,4,3,1,31,6,0
091103_1347,1,contracts,40,bs turn to waht?,4,3,1,29,6,0
091103_1347,1,contracts,40,ok but next time i go 99 as i just went 100,4,3,1,17,6,0
091103_1347,1,contracts,41,nothing works!,4,3,1,35,6,0
091103_1347,1,contracts,41,just please stay high,4,3,1,28,6,0
091103_1347,1,contracts,41,ok all 100,4,3,1,7,6,0
091103_1347,1,contracts,41,for one round at least....... ,4,3,1,2,6,0
091103_1347,1,contracts,42,hahah,4,3,1,50,6,0
091103_1347,1,contracts,42,i think everyine did,4,3,1,44,6,0
091103_1347,1,contracts,42,i know,4,3,1,22,6,0
091103_1347,1,contracts,42,others are just greedy,4,3,1,16,6,0
091103_1347,1,contracts,43,d...u sly snake,4,3,1,55,6,0
091103_1347,1,contracts,43,you are dominating i think,4,3,1,51,6,0
091103_1347,1,contracts,43,and yet you are talking the most,4,3,1,47,6,0
091103_1347,1,contracts,44,wow...by going lower you earnt about 25p,4,3,1,53,6,0
091103_1347,1,contracts,44,impressive and well worth it,4,3,1,45,6,0
091103_1347,1,contracts,44,D you never do 100,4,3,1,22,6,0
091103_1347,1,contracts,45,what is everyine doing???!!!,4,3,1,56,6,0
091103_1347,1,contracts,45,why so low---all a little bit too paranoid,4,3,1,44,6,0
091103_1347,1,contracts,45,we are all earnign literally nothing,4,3,1,36,6,0
091103_1347,1,contracts,45,ok one round of 100,4,3,1,32,6,0
091103_1347,1,contracts,45,100,4,3,1,15,6,0
091103_1347,1,contracts,45,everyone promise!!,4,3,1,8,6,0
091103_1347,1,contracts,46,well done,4,3,1,59,6,0
091103_1347,1,contracts,46,thats more like it!!!!,4,3,1,56,6,0
091103_1347,1,contracts,46,wow it took 16 rounds to finally get there,4,3,1,41,6,0
091103_1347,1,contracts,46,promise,4,3,1,39,6,0
091103_1347,1,contracts,46,F...promise,4,3,1,21,6,0
091103_1347,1,contracts,46,thankyou,4,3,1,11,6,0
091103_1347,1,contracts,47,ok and again,4,3,1,57,6,0
091103_1347,1,contracts,47,its so annoying that we didnt,4,3,1,46,6,0
091103_1347,1,contracts,47,promise,4,3,1,33,6,0
091103_1347,1,contracts,47,E...promise,4,3,1,15,6,0
091103_1347,1,contracts,48,i was nervous that roundw,4,3,1,57,6,0
091103_1347,1,contracts,48,yes...defo,4,3,1,40,6,0
091103_1347,1,contracts,48,100,4,3,1,26,6,0
091103_1347,1,contracts,48,E..... strying???,4,3,1,13,6,0
091103_1347,1,contracts,48,promise,4,3,1,10,6,0
091103_1347,1,contracts,49,ok last round,4,3,1,59,6,0
091103_1347,1,contracts,49,i dont trust any of you,4,3,1,53,6,0
091103_1347,1,contracts,49,good point,4,3,1,41,6,0
091103_1347,1,contracts,49,100,4,3,1,31,6,0
091103_1347,1,contracts,49,F.....,4,3,1,27,6,0
091103_1347,1,contracts,49,ok 100 it is,4,3,1,20,6,0
091103_1347,1,contracts,49,promise,4,3,1,17,6,0
091103_1347,1,contracts,50,ok,4,3,1,36,6,0
091103_1347,1,contracts,50,all 100,4,3,1,5,6,0
091103_1347,1,contracts,51,100,4,3,1,26,6,0
091103_1347,1,contracts,52,ok so same again?,4,3,1,53,6,0
091103_1347,1,contracts,52,or shall we have a fun round,4,3,1,45,6,0
091103_1347,1,contracts,52,ok...:(...100,4,3,1,36,6,0
091103_1347,1,contracts,52,agreed 100,4,3,1,25,6,0
091103_1347,1,contracts,52,promise,4,3,1,15,6,0
091103_1347,1,contracts,52,cant believe we are resorted to promising,4,3,1,3,6,0
091103_1347,1,contracts,53,F you let the team down!!!,4,3,1,56,6,0
091103_1347,1,contracts,53,wwwhhhhhhyyyyy???!!,4,3,1,49,6,0
091103_1347,1,contracts,53,100,4,3,1,29,6,0
091103_1347,1,contracts,53,TRUE,4,3,1,3,6,0
091103_1347,1,contracts,30,Go high!,5,1,2,36,6,0
091103_1347,1,contracts,30,okay,5,1,2,31,6,0
091103_1347,1,contracts,30,no one undercut to get more money!,5,1,2,25,6,0
091103_1347,1,contracts,30,yeah,5,1,2,20,6,0
091103_1347,1,contracts,31,same again!,5,1,2,53,6,0
091103_1347,1,contracts,31,haha,5,1,2,48,6,0
091103_1347,1,contracts,31,we just need 10 of those for £1,5,1,2,29,6,0
091103_1347,1,contracts,32,i know!,5,1,2,39,6,0
091103_1347,1,contracts,32,i was thining that too,5,1,2,3,6,0
091103_1347,1,contracts,33,because we hadn't agreed so i thought it would be 50/50 - 100 and 99,5,1,2,37,6,0
091103_1347,1,contracts,33,kk,5,1,2,28,6,0
091103_1347,1,contracts,33,yeah,5,1,2,18,6,0
091103_1347,1,contracts,34,ok,5,1,2,32,6,0
091103_1347,1,contracts,35,so d next?,5,1,2,52,6,0
091103_1347,1,contracts,35,haha,5,1,2,36,6,0
091103_1347,1,contracts,35,we'll all put 100,5,1,2,26,6,0
091103_1347,1,contracts,36,yer,5,1,2,43,6,0
091103_1347,1,contracts,37,so now f...,5,1,2,54,6,0
