sessionid,treatmentnumber,contracts,period,message,subject,group,role,timechatchatmessage,N,reverse
091103_1347,1,contracts,37,and it continues ...,5,1,2,44,6,0
091103_1347,1,contracts,38,bacck to the top,5,1,2,51,6,0
091103_1347,1,contracts,38,hmmm,5,1,2,2,6,0
091103_1347,1,contracts,39,my go my go!,5,1,2,58,6,0
091103_1347,1,contracts,40,moving on to c ...,5,1,2,48,6,0
091103_1347,1,contracts,40,does this actually get us more money in the long run?,5,1,2,17,6,0
091103_1347,1,contracts,41,we would ... ,5,1,2,9,6,0
091103_1347,1,contracts,42,its quite chilly in here....,5,1,2,35,6,0
091103_1347,1,contracts,43,could do - id just stick probs,5,1,2,13,6,0
091103_1347,1,contracts,44,no idea - i lost track,5,1,2,38,6,0
091103_1347,1,contracts,44,which?,5,1,2,5,6,0
091103_1347,1,contracts,45,what?,5,1,2,51,6,0
091103_1347,1,contracts,45,no one told me! i'l go now,5,1,2,43,6,0
091103_1347,1,contracts,45,sweet,5,1,2,37,6,0
091103_1347,1,contracts,47,oh yeah i forgot about the extras,5,1,2,54,6,0
091103_1347,1,contracts,47,cool cool,5,1,2,48,6,0
091103_1347,1,contracts,47,k,5,1,2,32,6,0
091103_1347,1,contracts,47,m2,5,1,2,24,6,0
091103_1347,1,contracts,47,in 5...4...3..2...1,5,1,2,5,6,0
091103_1347,1,contracts,48,right,5,1,2,36,6,0
091103_1347,1,contracts,48,no way!,5,1,2,23,6,0
091103_1347,1,contracts,49,last go... until the extras,5,1,2,48,6,0
091103_1347,1,contracts,49,yar,5,1,2,36,6,0
091103_1347,1,contracts,49,probs! ha,5,1,2,15,6,0
091103_1347,1,contracts,50,100,5,1,2,57,6,0
091103_1347,1,contracts,51,"if we get like 49,000 we dont get anythign do we?",5,1,2,41,6,0
091103_1347,1,contracts,51,:o),5,1,2,24,6,0
091103_1347,1,contracts,51,hope so!,5,1,2,12,6,0
091103_1347,1,contracts,52,think we get the £5 anyway plus whatever we earn,5,1,2,14,6,0
091103_1347,1,contracts,53,don't we??,5,1,2,56,6,0
091103_1347,1,contracts,53,get the £5 plus whatever? i'm sure i read that somewhere,5,1,2,31,6,0
091103_1347,1,contracts,30,hi there#,6,2,2,57,6,0
091103_1347,1,contracts,30,i suggest we give a definate sum,6,2,2,43,6,0
091103_1347,1,contracts,30,yup,6,2,2,38,6,0
091103_1347,1,contracts,30,ok,6,2,2,35,6,0
091103_1347,1,contracts,30,can we go higher,6,2,2,17,6,0
091103_1347,1,contracts,30,?,6,2,2,15,6,0
091103_1347,1,contracts,31,100!!!!!!!!!!!!11,6,2,2,49,6,0
091103_1347,1,contracts,31,at least 5000 each if we all put in 100,6,2,2,9,6,0
091103_1347,1,contracts,32,finally,6,2,2,58,6,0
091103_1347,1,contracts,32,can we go for like 200?,6,2,2,40,6,0
091103_1347,1,contracts,32,so we can earn more,6,2,2,29,6,0
091103_1347,1,contracts,32,i see,6,2,2,24,6,0
091103_1347,1,contracts,33,100 all the way,6,2,2,32,6,0
091103_1347,1,contracts,34,lol,6,2,2,15,6,0
091103_1347,1,contracts,36,should have more i think.. its 1.5 hr,6,2,2,18,6,0
091103_1347,1,contracts,37,i hope its more that £2,6,2,2,50,6,0
091103_1347,1,contracts,37,the only way without irritating the rest surely,6,2,2,7,6,0
091103_1347,1,contracts,38,not sure...,6,2,2,32,6,0
091103_1347,1,contracts,39,lol,6,2,2,18,6,0
091103_1347,1,contracts,40,:D,6,2,2,44,6,0
091103_1347,1,contracts,40,very,6,2,2,34,6,0
091103_1347,1,contracts,41,yeah?,6,2,2,55,6,0
091103_1347,1,contracts,43,hahaha,6,2,2,45,6,0
091103_1347,1,contracts,43,law,6,2,2,15,6,0
091103_1347,1,contracts,44,"me too, got lecture after this",6,2,2,41,6,0
091103_1347,1,contracts,45,very poor,6,2,2,40,6,0
091103_1347,1,contracts,45,hahhaa,6,2,2,31,6,0
091103_1347,1,contracts,45,u can do better next time,6,2,2,20,6,0
091103_1347,1,contracts,46,oh dear..,6,2,2,53,6,0
091103_1347,1,contracts,46,we should foget abt that,6,2,2,2,6,0
091103_1347,1,contracts,47,less tahn 2£,6,2,2,43,6,0
091103_1347,1,contracts,47,same as d,6,2,2,8,6,0
091103_1347,1,contracts,47,i think,6,2,2,1,6,0
091103_1347,1,contracts,48,now... cccccc,6,2,2,56,6,0
091103_1347,1,contracts,48,and f too,6,2,2,50,6,0
091103_1347,1,contracts,48,taht is f,6,2,2,31,6,0
091103_1347,1,contracts,48,we earn even less,6,2,2,19,6,0
091103_1347,1,contracts,49,the breakdown of group work,6,2,2,49,6,0
091103_1347,1,contracts,49,"well, its more like do things for personal benefits.",6,2,2,13,6,0
091103_1347,1,contracts,50,i want moneyy,6,2,2,17,6,0
091103_1347,1,contracts,50,ok,6,2,2,10,6,0
091103_1347,1,contracts,50,f?,6,2,2,7,6,0
091103_1347,1,contracts,51,i knew it!!,6,2,2,58,6,0
091103_1347,1,contracts,51,very bnaughty,6,2,2,38,6,0
091103_1347,1,contracts,52,guess i was the only honest person out here,6,2,2,52,6,0
091103_1347,1,contracts,52,perhpas#,6,2,2,28,6,0
091103_1347,1,contracts,53,u would lie,6,2,2,57,6,0
091103_1347,1,contracts,30,if everyone just puts 100 we all get the largest share which is equal,7,3,2,41,6,0
091103_1347,1,contracts,30,if everyone just puts 100 we gain the largest equal share,7,3,2,18,6,0
091103_1347,1,contracts,30,everyone 100,7,3,2,2,6,0
091103_1347,1,contracts,31,just keep doing that though - its the largest possible equal share,7,3,2,30,6,0
091103_1347,1,contracts,32,see we shouldnt do that - cos we just get smaller shares - and then the value wi,7,3,2,42,6,0
091103_1347,1,contracts,32,*value will go down,7,3,2,30,6,0
091103_1347,1,contracts,32,but that round just proved sticking at 100 is best option,7,3,2,6,6,0
091103_1347,1,contracts,33,wer just going to get to a point sharing 1/6th of 90,7,3,2,51,6,0
091103_1347,1,contracts,33,instead of 1/6th of 100,7,3,2,46,6,0
091103_1347,1,contracts,33,but then you dont end up with nothing at least - like the first part,7,3,2,17,6,0
091103_1347,1,contracts,33,we wer getting like no money,7,3,2,10,6,0
091103_1347,1,contracts,33,everyone 100,7,3,2,1,6,0
091103_1347,1,contracts,34,nice E - way to go for team work,7,3,2,55,6,0
091103_1347,1,contracts,34,everyone 100,7,3,2,30,6,0
091103_1347,1,contracts,34,yeah D - and then wel end up at like 2 again,7,3,2,11,6,0
091103_1347,1,contracts,35,smooth - way to be selfish,7,3,2,55,6,0
091103_1347,1,contracts,35,if everyone puts 100 it just gives everyone the largest equal share - its not ha,7,3,2,16,6,0
091103_1347,1,contracts,35,*hard,7,3,2,14,6,0
091103_1347,1,contracts,36,again - selofish,7,3,2,57,6,0
091103_1347,1,contracts,36,*selfish,7,3,2,52,6,0
091103_1347,1,contracts,36,"but everyone agreed - so not dog eat dog, just selfish",7,3,2,19,6,0
091103_1347,1,contracts,37,and again wer down to low values so making small profits,7,3,2,47,6,0
091103_1347,1,contracts,37,"just everyoe share 100, cos otherwise wel go to 2 again and itl suck",7,3,2,17,6,0
091103_1347,1,contracts,38,wer all just going to get like £1 then :s,7,3,2,26,6,0
091103_1347,1,contracts,38,"if we work together, we earn more",7,3,2,5,6,0
091103_1347,1,contracts,39,"see, the value is just getting lower and lower",7,3,2,54,6,0
091103_1347,1,contracts,39,"im in for it, iv been saying the whole time keep it at 100",7,3,2,24,6,0
091103_1347,1,contracts,40,"let a get their 99 then, and we can go through in order",7,3,2,48,6,0
091103_1347,1,contracts,40,yeah,7,3,2,28,6,0
091103_1347,1,contracts,41,thought someone might try that,7,3,2,57,6,0
091103_1347,1,contracts,41,just share 100 - its the largest stake and its fair,7,3,2,16,6,0
091103_1347,1,contracts,42,thought that might happen,7,3,2,56,6,0
091103_1347,1,contracts,42,but all 100 is the fairest method,7,3,2,27,6,0
091103_1347,1,contracts,42,C & A = correct,7,3,2,7,6,0
091103_1347,1,contracts,43,ang again wer just going lower,7,3,2,54,6,0
091103_1347,1,contracts,43,just keep the value above 90 at least,7,3,2,9,6,0
091103_1347,1,contracts,44,see - its going way too low,7,3,2,55,6,0
091103_1347,1,contracts,44,because other people lie and dont play fair D,7,3,2,16,6,0
091103_1347,1,contracts,44,evetryone 100,7,3,2,1,6,0
091103_1347,1,contracts,45,well at least me and D are decent people,7,3,2,53,6,0
091103_1347,1,contracts,45,just everyone put 100 and stop being muppets,7,3,2,24,6,0
091103_1347,1,contracts,45,100,7,3,2,12,6,0
091103_1347,1,contracts,46,finally - just keep it like that,7,3,2,55,6,0
091103_1347,1,contracts,46,everyone just keep 100,7,3,2,40,6,0
091103_1347,1,contracts,46,100,7,3,2,30,6,0
091103_1347,1,contracts,47,see - now everyones winning,7,3,2,55,6,0
091103_1347,1,contracts,47,E - more than we would have it we were undercutting,7,3,2,38,6,0
091103_1347,1,contracts,47,everyone keep 100,7,3,2,23,6,0
091103_1347,1,contracts,48,well done people,7,3,2,56,6,0
091103_1347,1,contracts,48,probably,7,3,2,39,6,0
091103_1347,1,contracts,48,agreed,7,3,2,25,6,0
091103_1347,1,contracts,48,100,7,3,2,2,6,0
091103_1347,1,contracts,49,maybe not - depends on the dice,7,3,2,51,6,0
091103_1347,1,contracts,49,correct E,7,3,2,42,6,0
091103_1347,1,contracts,49,stay 100,7,3,2,35,6,0
091103_1347,1,contracts,49,100,7,3,2,21,6,0
091103_1347,1,contracts,50,see - just keep earning more money like this,7,3,2,49,6,0
091103_1347,1,contracts,50,exactly E - at least wer getting regular money,7,3,2,25,6,0
091103_1347,1,contracts,50,100,7,3,2,19,6,0
091103_1347,1,contracts,50,"i agreed with you, lol",7,3,2,6,6,0
091103_1347,1,contracts,51,this is working - keep it like this,7,3,2,54,6,0
091103_1347,1,contracts,51,100,7,3,2,33,6,0
091103_1347,1,contracts,51,,7,3,2,32,6,0
091103_1347,1,contracts,52,all 100,7,3,2,46,6,0
091103_1347,1,contracts,52,everyone 100,7,3,2,34,6,0
091103_1347,1,contracts,52,agreed,7,3,2,26,6,0
091103_1347,1,contracts,52,prmoise,7,3,2,15,6,0
091103_1347,1,contracts,52,stick 100,7,3,2,4,6,0
091103_1347,1,contracts,53,F = let down,7,3,2,49,6,0
091103_1347,1,contracts,53,100,7,3,2,26,6,0
091103_1347,1,contracts,53,exactly,7,3,2,6,6,0
091103_1347,1,contracts,30,yep agreed,8,1,3,34,6,0
091103_1347,1,contracts,30,100,8,1,3,20,6,0
091103_1347,1,contracts,31,yep,8,1,3,20,6,0
091103_1347,1,contracts,32,this is gonna go on for a loong time,8,1,3,41,6,0
091103_1347,1,contracts,33,"okay, so that didnt work..",8,1,3,51,6,0
091103_1347,1,contracts,33,kay,8,1,3,20,6,0
091103_1347,1,contracts,35,"okay, d's turm this timw",8,1,3,49,6,0
091103_1347,1,contracts,35,uhuh,8,1,3,8,6,0
091103_1347,1,contracts,36,yeah,8,1,3,42,6,0
091103_1347,1,contracts,37,haha,8,1,3,27,6,0
091103_1347,1,contracts,38,"kay, so a's turn",8,1,3,43,6,0
091103_1347,1,contracts,39,aand b,8,1,3,55,6,0
091103_1347,1,contracts,40,now me!,8,1,3,52,6,0
091103_1347,1,contracts,40,9?,8,1,3,19,6,0
091103_1347,1,contracts,40,i have no idea,8,1,3,0,6,0
091103_1347,1,contracts,41,some people are going to get more money casue they get more turns,8,1,3,5,6,0
091103_1347,1,contracts,43,TRUE,8,1,3,17,6,0
091103_1347,1,contracts,44,now its 1 go left each right..?,8,1,3,40,6,0
091103_1347,1,contracts,44,haha,8,1,3,23,6,0
091103_1347,1,contracts,45,so b now?,8,1,3,51,6,0
091103_1347,1,contracts,46,my turn :),8,1,3,52,6,0
091103_1347,1,contracts,47,coolies,8,1,3,32,6,0
091103_1347,1,contracts,48,lalala,8,1,3,22,6,0
091103_1347,1,contracts,49,yuhuh,8,1,3,24,6,0
091103_1347,1,contracts,50,100,8,1,3,52,6,0
091103_1347,1,contracts,51,"im in the moneyyy, oh yeah haha",8,1,3,45,6,0
091103_1347,1,contracts,51,better do,8,1,3,13,6,0
091103_1347,1,contracts,52,think im about to fall asleep,8,1,3,31,6,0
091103_1347,1,contracts,53,we should do,8,1,3,20,6,0
091103_1347,1,contracts,30,hello everyone :),9,2,3,55,6,0
091103_1347,1,contracts,30,okay so the best chance that we all have is to all set the same price,9,2,3,37,6,0
091103_1347,1,contracts,30,100?,9,2,3,25,6,0
091103_1347,1,contracts,30,100,9,2,3,23,6,0
091103_1347,1,contracts,30,this is true,9,2,3,15,6,0
091103_1347,1,contracts,30,hmm.,9,2,3,6,6,0
091103_1347,1,contracts,31,im talking,9,2,3,11,6,0
091103_1347,1,contracts,31,but im typing a lot :P,9,2,3,8,6,0
091103_1347,1,contracts,31,lets all put in 100?,9,2,3,3,6,0
091103_1347,1,contracts,31,I promise,9,2,3,0,6,0
091103_1347,1,contracts,32,now that was lovely!,9,2,3,58,6,0
091103_1347,1,contracts,32,100?,9,2,3,55,6,0
091103_1347,1,contracts,32,yess way :),9,2,3,49,6,0
091103_1347,1,contracts,32,100!,9,2,3,46,6,0
091103_1347,1,contracts,32,nice one everyone,9,2,3,36,6,0
091103_1347,1,contracts,32,no we have to stay at 100 no ?,9,2,3,30,6,0
091103_1347,1,contracts,32,100 it is,9,2,3,26,6,0
091103_1347,1,contracts,32,better than a kick in the teth,9,2,3,6,6,0
091103_1347,1,contracts,32,teeth #,9,2,3,3,6,0
091103_1347,1,contracts,33,so the total that we get is 1 pound? ,9,2,3,52,6,0
091103_1347,1,contracts,33,I should know i do maths =/,9,2,3,48,6,0
091103_1347,1,contracts,33,100,9,2,3,41,6,0
091103_1347,1,contracts,33,so two pounds by the end?,9,2,3,10,6,0
091103_1347,1,contracts,34,this should be quite fruitful :),9,2,3,33,6,0
091103_1347,1,contracts,34,not for me... cide is more than 2 quid,9,2,3,1,6,0
091103_1347,1,contracts,35,i wonder how the other teams of 6 people are doing?,9,2,3,54,6,0
091103_1347,1,contracts,35,"yaeh so we might get over 7 pounds, no?",9,2,3,32,6,0
091103_1347,1,contracts,35,significant,9,2,3,24,6,0
091103_1347,1,contracts,35,LOL,9,2,3,23,6,0
091103_1347,1,contracts,35,ohhh,9,2,3,14,6,0
091103_1347,1,contracts,35,so only 2 quid plus te first round,9,2,3,3,6,0
091103_1347,1,contracts,36,hey... are there more parts to the whole experiment? this is part 2...,9,2,3,40,6,0
091103_1347,1,contracts,36,we should be here for longer than this,9,2,3,35,6,0
091103_1347,1,contracts,36,i know,9,2,3,29,6,0
091103_1347,1,contracts,36,20 minutes of the same hting,9,2,3,25,6,0
091103_1347,1,contracts,36,yeah i hope so,9,2,3,9,6,0
091103_1347,1,contracts,37,i wonder if the other team are cooperating,9,2,3,52,6,0
091103_1347,1,contracts,37,there should be more rounds no?,9,2,3,43,6,0
091103_1347,1,contracts,37,as in parts not rounds ##,9,2,3,38,6,0
091103_1347,1,contracts,37,good ^^,9,2,3,33,6,0
091103_1347,1,contracts,37,the best way to get the most gain for everyone is to work togehter,9,2,3,18,6,0
091103_1347,1,contracts,37,its the prisoners dilemna,9,2,3,8,6,0
091103_1347,1,contracts,38,anyone else heard of the prisoners dilemna?,9,2,3,53,6,0
091103_1347,1,contracts,38,yay for F,9,2,3,47,6,0
091103_1347,1,contracts,38,!,9,2,3,46,6,0
091103_1347,1,contracts,38,its kind of like split or steal],9,2,3,23,6,0
091103_1347,1,contracts,38,like on golden balls,9,2,3,19,6,0
091103_1347,1,contracts,38,^_^,9,2,3,11,6,0
091103_1347,1,contracts,38,yar,9,2,3,3,6,0
091103_1347,1,contracts,39,"speaking of golden balls, whats Jasper carrots daughter's name?",9,2,3,47,6,0
091103_1347,1,contracts,39,its Norah :),9,2,3,41,6,0
091103_1347,1,contracts,39,lol,9,2,3,29,6,0
091103_1347,1,contracts,39,lets all just make our money,9,2,3,10,6,0
091103_1347,1,contracts,39,all of us,9,2,3,8,6,0
091103_1347,1,contracts,40,yay =],9,2,3,58,6,0
091103_1347,1,contracts,40,this is quite interesting ,9,2,3,50,6,0
091103_1347,1,contracts,40,i'd imagine they want to see what strategies people think of,9,2,3,35,6,0
091103_1347,1,contracts,40,socialist ?,9,2,3,27,6,0
091103_1347,1,contracts,40,or communist?,9,2,3,23,6,0
091103_1347,1,contracts,41,hey...,9,2,3,59,6,0
091103_1347,1,contracts,41,if this takes 20 minutes,9,2,3,56,6,0
091103_1347,1,contracts,41,we're earning 5 pound an hour,9,2,3,48,6,0
091103_1347,1,contracts,41,minimum wage :T,9,2,3,42,6,0
091103_1347,1,contracts,41,well],9,2,3,33,6,0
091103_1347,1,contracts,41,for up to 21 isnt it 4.83?,9,2,3,25,6,0
091103_1347,1,contracts,41,yes =],9,2,3,15,6,0
091103_1347,1,contracts,41,i am,9,2,3,13,6,0
091103_1347,1,contracts,41,also french,9,2,3,11,6,0
091103_1347,1,contracts,41,^^,9,2,3,5,6,0
091103_1347,1,contracts,41,yus,9,2,3,2,6,0
091103_1347,1,contracts,42,i know somethign that migth be interessting,9,2,3,56,6,0
091103_1347,1,contracts,42,qui peut parler francais ici ?,9,2,3,49,6,0
091103_1347,1,contracts,42,:P,9,2,3,46,6,0
091103_1347,1,contracts,42,20 minutes  * 1 pound,9,2,3,34,6,0
091103_1347,1,contracts,42,a d + f peuvent parler fr ?,9,2,3,24,6,0
091103_1347,1,contracts,42,no hablo esp :(,9,2,3,13,6,0
091103_1347,1,contracts,43,hahahah maths fail,9,2,3,59,6,0
091103_1347,1,contracts,43,it IS 3 quid an hour,9,2,3,55,6,0
091103_1347,1,contracts,43,and i do maths!,9,2,3,52,6,0
091103_1347,1,contracts,43,epci maths fail,9,2,3,44,6,0
091103_1347,1,contracts,43,i study maths not arithmetic!,9,2,3,34,6,0
091103_1347,1,contracts,43,french and maths,9,2,3,30,6,0
091103_1347,1,contracts,43,pure maths ,9,2,3,19,6,0
091103_1347,1,contracts,43,thisi s hilarious,9,2,3,4,6,0
091103_1347,1,contracts,44,im hungry :(,9,2,3,55,6,0
091103_1347,1,contracts,44,i wonder what goods we are selling?,9,2,3,40,6,0
091103_1347,1,contracts,44,chocolate :),9,2,3,31,6,0
091103_1347,1,contracts,44,damn,9,2,3,21,6,0
091103_1347,1,contracts,44,cyber bugers,9,2,3,13,6,0
091103_1347,1,contracts,44,burgers ##,9,2,3,6,6,0
091103_1347,1,contracts,45,hahahaha,9,2,3,59,6,0
091103_1347,1,contracts,45,i know what we are selling,9,2,3,55,6,0
091103_1347,1,contracts,45,chips!,9,2,3,52,6,0
091103_1347,1,contracts,45,get it,9,2,3,51,6,0
091103_1347,1,contracts,45,:P,9,2,3,48,6,0
091103_1347,1,contracts,45,(poor joke),9,2,3,45,6,0
091103_1347,1,contracts,45,:(,9,2,3,38,6,0
091103_1347,1,contracts,45,im going to go cry now,9,2,3,35,6,0
091103_1347,1,contracts,45,:(,9,2,3,21,6,0
091103_1347,1,contracts,45,*exits*,9,2,3,18,6,0
091103_1347,1,contracts,45,i know,9,2,3,14,6,0
091103_1347,1,contracts,45,we know you are a man now!,9,2,3,10,6,0
091103_1347,1,contracts,45,oh,9,2,3,2,6,0
091103_1347,1,contracts,46,ohhh,9,2,3,56,6,0
091103_1347,1,contracts,46,silence fail on the person who laughed,9,2,3,42,6,0
091103_1347,1,contracts,46,you flail,9,2,3,37,6,0
091103_1347,1,contracts,46,i mean fail,9,2,3,33,6,0
091103_1347,1,contracts,46,YES,9,2,3,24,6,0
091103_1347,1,contracts,46,:T,9,2,3,21,6,0
091103_1347,1,contracts,46,>:|,9,2,3,17,6,0
091103_1347,1,contracts,47,hungry :(,9,2,3,57,6,0
091103_1347,1,contracts,47,*shurgus*,9,2,3,49,6,0
091103_1347,1,contracts,47,SHRUG #,9,2,3,43,6,0
091103_1347,1,contracts,47,=[,9,2,3,40,6,0
091103_1347,1,contracts,47,i cant ba to think,9,2,3,32,6,0
091103_1347,1,contracts,47,cba #,9,2,3,29,6,0
091103_1347,1,contracts,47,im on a come down after chocolate overload,9,2,3,17,6,0
091103_1347,1,contracts,47,=[,9,2,3,14,6,0
091103_1347,1,contracts,48,wooopsy,9,2,3,59,6,0
091103_1347,1,contracts,48,finger slipped,9,2,3,56,6,0
091103_1347,1,contracts,48,fo' sho',9,2,3,45,6,0
091103_1347,1,contracts,48,damn us all!,9,2,3,36,6,0
091103_1347,1,contracts,48,ill put 100,9,2,3,33,6,0
091103_1347,1,contracts,48,did f do 99?,9,2,3,16,6,0
091103_1347,1,contracts,49,good old E,9,2,3,58,6,0
091103_1347,1,contracts,49,^^,9,2,3,55,6,0
091103_1347,1,contracts,49,we <3 you,9,2,3,52,6,0
091103_1347,1,contracts,49,tbh im merely bored,9,2,3,42,6,0
091103_1347,1,contracts,49,we got most of the total moneys,9,2,3,38,6,0
091103_1347,1,contracts,49,its not cheating,9,2,3,32,6,0
091103_1347,1,contracts,49,all is fair in love and war,9,2,3,28,6,0
091103_1347,1,contracts,49,and this means war :),9,2,3,25,6,0
091103_1347,1,contracts,49,^_^,9,2,3,19,6,0
091103_1347,1,contracts,49,*awesome face*,9,2,3,16,6,0
091103_1347,1,contracts,49,ZERO,9,2,3,7,6,0
091103_1347,1,contracts,50,lol,9,2,3,60,6,0
091103_1347,1,contracts,50,my bad,9,2,3,58,6,0
091103_1347,1,contracts,50,^^,9,2,3,55,6,0
091103_1347,1,contracts,50,its down to boredom tbf,9,2,3,33,6,0
091103_1347,1,contracts,50,okays :),9,2,3,21,6,0
091103_1347,1,contracts,50,100,9,2,3,20,6,0
091103_1347,1,contracts,50,100!,9,2,3,18,6,0
091103_1347,1,contracts,50,100!,9,2,3,9,6,0
091103_1347,1,contracts,50,100,9,2,3,3,6,0
091103_1347,1,contracts,51,ooh harsh,9,2,3,59,6,0
091103_1347,1,contracts,51,i was going to but i was DECENT =],9,2,3,55,6,0
091103_1347,1,contracts,51,f is naughty :(,9,2,3,44,6,0
091103_1347,1,contracts,51,share the love <3,9,2,3,31,6,0
091103_1347,1,contracts,51,lol bite is french for,9,2,3,19,6,0
091103_1347,1,contracts,51,:P,9,2,3,15,6,0
091103_1347,1,contracts,51,cba for maths,9,2,3,6,6,0
091103_1347,1,contracts,52,i wonder if they can see our convos,9,2,3,55,6,0
091103_1347,1,contracts,52,they must be able to,9,2,3,52,6,0
091103_1347,1,contracts,52,"i am honest, i own up :P",9,2,3,40,6,0
091103_1347,1,contracts,52,oo now thats harsh,9,2,3,30,6,0
091103_1347,1,contracts,52,boo on E,9,2,3,22,6,0
091103_1347,1,contracts,52,100,9,2,3,17,6,0
091103_1347,1,contracts,52,100,9,2,3,15,6,0
091103_1347,1,contracts,52,100,9,2,3,15,6,0
091103_1347,1,contracts,52,100,9,2,3,14,6,0
091103_1347,1,contracts,52,100,9,2,3,13,6,0
091103_1347,1,contracts,52,promise,9,2,3,6,6,0
091103_1347,1,contracts,52,watch,9,2,3,5,6,0
091103_1347,1,contracts,53,you fail,9,2,3,59,6,0
091103_1347,1,contracts,53,honesty fail,9,2,3,56,6,0
091103_1347,1,contracts,53,FEEL TEH SHAME,9,2,3,50,6,0
091103_1347,1,contracts,53,you're liek the Rupert Murdoch,9,2,3,40,6,0
091103_1347,1,contracts,53,(sp),9,2,3,37,6,0
